timestamp,value
datetime,int
T,
2015-07-14 21:57:17,41
2015-07-14 22:27:17,42
2015-07-14 22:57:17,70
2015-07-14 23:27:17,62
2015-07-14 23:57:17,49
2015-07-15 00:27:17,33
2015-07-15 00:57:17,42
2015-07-15 01:27:17,29
2015-07-15 01:57:17,16
2015-07-15 02:27:17,16
2015-07-15 02:57:17,19
2015-07-15 03:27:17,17
2015-07-15 03:57:17,12
2015-07-15 04:27:17,13
2015-07-15 04:57:17,19
2015-07-15 05:27:17,11
2015-07-15 05:57:17,16
2015-07-15 06:27:17,13
2015-07-15 06:57:17,22
2015-07-15 07:27:17,14
2015-07-15 07:57:17,32
2015-07-15 08:27:17,22
2015-07-15 08:57:17,24
2015-07-15 09:27:17,33
2015-07-15 09:57:17,29
2015-07-15 10:27:17,40
2015-07-15 10:57:17,44
2015-07-15 11:27:17,41
2015-07-15 11:57:17,26
2015-07-15 12:27:17,29
2015-07-15 12:57:17,51
2015-07-15 13:27:17,41
2015-07-15 13:57:17,55
2015-07-15 14:27:17,53
2015-07-15 14:57:17,36
2015-07-15 15:27:17,40
2015-07-15 15:57:17,41
2015-07-15 16:27:17,43
2015-07-15 16:57:17,49
2015-07-15 17:27:17,47
2015-07-15 17:57:17,52
2015-07-15 18:27:17,50
2015-07-15 18:57:17,46
2015-07-15 19:27:17,57
2015-07-15 19:57:17,63
2015-07-15 20:27:17,49
2015-07-15 20:57:17,45
2015-07-15 21:27:17,40
2015-07-15 21:57:17,54
2015-07-15 22:27:17,42
2015-07-15 22:57:17,94
2015-07-15 23:27:17,79
2015-07-15 23:57:17,48
2015-07-16 00:27:17,43
2015-07-16 00:57:17,32
2015-07-16 01:27:17,23
2015-07-16 01:57:17,18
2015-07-16 02:27:17,17
2015-07-16 02:57:17,23
2015-07-16 03:27:17,21
2015-07-16 03:57:17,8
2015-07-16 04:27:17,8
2015-07-16 04:57:17,18
2015-07-16 05:27:17,19
2015-07-16 05:57:17,11
2015-07-16 06:27:17,12
2015-07-16 06:57:17,14
2015-07-16 07:27:17,17
2015-07-16 07:57:17,29
2015-07-16 08:27:17,19
2015-07-16 08:57:17,28
2015-07-16 09:27:17,24
2015-07-16 09:57:17,39
2015-07-16 10:27:17,42
2015-07-16 10:57:17,37
2015-07-16 11:27:17,47
2015-07-16 11:57:17,42
2015-07-16 12:27:17,47
2015-07-16 12:57:17,40
2015-07-16 13:27:17,49
2015-07-16 13:57:17,38
2015-07-16 14:27:17,43
2015-07-16 14:57:17,42
2015-07-16 15:56:21,38
2015-07-16 16:26:21,47
2015-07-16 16:56:21,52
2015-07-16 17:26:21,53
2015-07-16 17:56:21,59
2015-07-16 18:26:21,58
2015-07-16 18:56:21,62
2015-07-16 19:26:21,39
2015-07-16 19:56:21,51
2015-07-16 20:26:21,45
2015-07-16 20:56:21,49
2015-07-16 21:26:21,39
2015-07-16 21:56:21,50
2015-07-16 22:26:21,41
2015-07-16 22:56:21,63
2015-07-16 23:26:21,116
2015-07-16 23:56:21,68
2015-07-17 00:26:21,44
2015-07-17 00:56:21,30
2015-07-17 01:26:21,29
2015-07-17 01:56:21,32
2015-07-17 02:26:21,29
2015-07-17 02:56:21,31
2015-07-17 03:26:21,25
2015-07-17 03:56:21,10
2015-07-17 04:26:21,14
2015-07-17 04:56:21,13
2015-07-17 05:26:21,12
2015-07-17 05:56:21,12
2015-07-17 06:26:21,17
2015-07-17 06:56:21,7
2015-07-17 07:26:21,12
2015-07-17 07:56:21,29
2015-07-17 08:26:21,28
2015-07-17 08:56:21,29
2015-07-17 09:26:21,37
2015-07-17 09:56:21,45
2015-07-17 10:26:21,51
2015-07-17 10:56:21,39
2015-07-17 11:26:21,45
2015-07-17 11:56:21,48
2015-07-17 12:26:21,50
2015-07-17 12:56:21,38
2015-07-17 13:26:21,39
2015-07-17 13:56:21,45
2015-07-17 14:26:21,61
2015-07-17 14:56:21,43
2015-07-17 15:26:21,45
2015-07-17 15:56:21,35
2015-07-17 16:26:21,46
2015-07-17 16:56:21,53
2015-07-17 17:26:21,39
2015-07-17 17:56:21,48
2015-07-17 18:26:21,53
2015-07-17 18:56:21,31
2015-07-17 19:26:21,36
2015-07-17 19:56:21,51
2015-07-17 20:26:21,48
2015-07-17 20:56:21,27
2015-07-17 21:26:21,38
2015-07-17 21:56:21,41
2015-07-17 22:26:21,42
2015-07-17 22:56:21,65
2015-07-17 23:26:21,106
2015-07-17 23:56:21,76
2015-07-18 00:26:21,45
2015-07-18 00:56:21,45
2015-07-18 01:26:21,51
2015-07-18 01:56:21,46
2015-07-18 02:26:21,40
2015-07-18 02:56:21,40
2015-07-18 03:26:21,30
2015-07-18 03:56:21,22
2015-07-18 04:26:21,28
2015-07-18 04:56:21,22
2015-07-18 05:26:21,14
2015-07-18 05:56:21,15
2015-07-18 06:26:21,12
2015-07-18 06:56:21,10
2015-07-18 07:26:21,15
2015-07-18 07:56:21,24
2015-07-18 08:26:21,16
2015-07-18 08:56:21,20
2015-07-18 09:26:21,32
2015-07-18 09:56:21,30
2015-07-18 10:26:21,30
2015-07-18 10:56:21,31
2015-07-18 11:26:21,30
2015-07-18 11:56:21,32
2015-07-18 12:26:21,30
2015-07-18 12:56:21,34
2015-07-18 13:26:21,31
2015-07-18 13:56:21,37
2015-07-18 14:26:21,37
2015-07-18 14:56:21,36
2015-07-18 15:26:21,36
2015-07-18 15:56:21,41
2015-07-18 16:26:21,30
2015-07-18 16:56:21,46
2015-07-18 17:26:21,46
2015-07-18 17:56:21,43
2015-07-18 18:26:21,43
2015-07-18 18:56:21,46
2015-07-18 19:26:21,41
2015-07-18 19:56:21,31
2015-07-18 20:26:21,56
2015-07-18 20:56:21,44
2015-07-18 21:26:21,54
2015-07-18 21:56:21,50
2015-07-18 22:26:21,54
2015-07-18 22:56:21,56
2015-07-18 23:26:21,121
2015-07-18 23:56:21,103
2015-07-19 00:26:21,64
2015-07-19 00:56:21,45
2015-07-19 01:26:21,45
2015-07-19 01:56:21,37
2015-07-19 02:26:21,34
2015-07-19 02:56:21,41
2015-07-19 03:26:21,29
2015-07-19 03:56:21,25
2015-07-19 04:26:21,20
2015-07-19 04:56:21,18
2015-07-19 05:26:21,11
2015-07-19 05:56:21,8
2015-07-19 06:26:21,13
2015-07-19 06:56:21,20
2015-07-19 07:57:01,12
2015-07-19 08:27:01,21
2015-07-19 08:57:01,25
2015-07-19 09:27:01,22
2015-07-19 09:57:01,31
2015-07-19 10:27:01,26
2015-07-19 10:57:01,22
2015-07-19 11:27:01,40
2015-07-19 11:57:01,36
2015-07-19 12:27:01,38
2015-07-19 12:57:01,23
2015-07-19 13:27:01,26
2015-07-19 13:57:01,25
2015-07-19 14:27:01,33
2015-07-19 14:57:01,32
2015-07-19 15:27:01,36
2015-07-19 15:57:01,19
2015-07-19 16:27:01,34
2015-07-19 16:57:01,36
2015-07-19 17:27:01,40
2015-07-19 17:57:01,23
2015-07-19 18:27:01,37
2015-07-19 18:57:01,38
2015-07-19 19:27:01,44
2015-07-19 19:57:01,42
2015-07-19 20:27:01,43
2015-07-19 20:57:01,43
2015-07-19 21:27:01,38
2015-07-19 21:57:01,41
2015-07-19 22:27:01,38
2015-07-19 22:57:01,77
2015-07-19 23:27:01,102
2015-07-19 23:57:01,60
2015-07-20 00:27:01,50
2015-07-20 00:57:01,35
2015-07-20 01:27:01,37
2015-07-20 01:57:01,26
2015-07-20 02:27:01,22
2015-07-20 02:57:01,27
2015-07-20 03:27:01,17
2015-07-20 03:57:01,18
2015-07-20 04:27:01,14
2015-07-20 04:57:01,16
2015-07-20 05:27:01,12
2015-07-20 05:57:01,14
2015-07-20 06:27:01,9
2015-07-20 06:57:01,10
2015-07-20 07:27:01,15
2015-07-20 07:57:01,19
2015-07-20 08:27:01,15
2015-07-20 08:57:01,10
2015-07-20 09:27:01,1
2015-07-20 09:57:01,1
2015-07-20 10:27:01,1
2015-07-20 10:57:01,1
2015-07-20 11:27:01,1
2015-07-20 11:57:01,1
2015-07-20 12:27:01,1
2015-07-20 12:57:01,1
2015-07-20 13:27:01,1
2015-07-20 13:57:01,1
2015-07-20 14:27:01,1
2015-07-20 14:57:01,1
2015-07-20 15:27:01,1
2015-07-20 15:57:01,1
2015-07-20 16:27:01,1
2015-07-20 16:57:01,1
2015-07-20 17:27:01,1
2015-07-20 17:57:01,1
2015-07-20 18:27:01,1
2015-07-20 18:57:01,32
2015-07-20 19:27:01,39
2015-07-20 19:57:01,46
2015-07-20 20:27:01,48
2015-07-20 20:57:01,58
2015-07-20 21:27:01,41
2015-07-20 21:57:01,51
2015-07-20 22:27:01,48
2015-07-20 22:57:01,104
2015-07-20 23:27:01,78
2015-07-20 23:57:01,67
2015-07-21 00:27:01,33
2015-07-21 00:57:01,30
2015-07-21 01:27:01,38
2015-07-21 01:57:01,30
2015-07-21 02:27:01,24
2015-07-21 02:57:01,22
2015-07-21 03:27:01,22
2015-07-21 03:57:01,19
2015-07-21 04:27:01,15
2015-07-21 04:57:01,9
2015-07-21 05:27:01,11
2015-07-21 05:57:01,7
2015-07-21 06:27:01,14
2015-07-21 06:57:01,15
2015-07-21 07:27:01,15
2015-07-21 07:57:01,23
2015-07-21 08:27:01,27
2015-07-21 08:57:01,25
2015-07-21 09:27:01,42
2015-07-21 09:57:01,50
2015-07-21 10:27:01,44
2015-07-21 10:57:01,46
2015-07-21 11:27:01,40
2015-07-21 11:57:01,51
2015-07-21 12:27:01,42
2015-07-21 12:57:01,46
2015-07-21 13:27:01,43
2015-07-21 13:57:01,46
2015-07-21 14:27:01,38
2015-07-21 14:57:01,36
2015-07-21 15:27:01,50
2015-07-21 15:57:01,45
2015-07-21 16:27:01,44
2015-07-21 16:57:01,42
2015-07-21 17:27:01,32
2015-07-21 17:57:01,52
2015-07-21 18:27:01,32
2015-07-21 18:57:01,46
2015-07-21 19:27:01,53
2015-07-21 19:57:01,47
2015-07-21 20:27:01,37
2015-07-21 20:57:01,43
2015-07-21 21:27:01,35
2015-07-21 21:57:01,42
2015-07-21 22:27:01,50
2015-07-21 22:57:01,99
2015-07-21 23:53:05,54
2015-07-22 00:23:05,30
2015-07-22 00:53:05,29
2015-07-22 01:23:05,23
2015-07-22 01:53:05,28
2015-07-22 02:23:05,18
2015-07-22 02:53:05,20
2015-07-22 03:23:05,18
2015-07-22 03:53:05,9
2015-07-22 04:23:05,13
2015-07-22 04:53:05,8
2015-07-22 05:23:05,8
2015-07-22 05:53:05,11
2015-07-22 06:23:05,17
2015-07-22 06:53:05,12
2015-07-22 07:23:05,21
2015-07-22 07:53:05,33
2015-07-22 08:23:05,37
2015-07-22 08:53:05,35
2015-07-22 09:23:05,28
2015-07-22 09:53:05,32
2015-07-22 10:23:05,28
2015-07-22 10:53:05,25
2015-07-22 11:23:05,44
2015-07-22 11:53:05,43
2015-07-22 12:23:05,31
2015-07-22 12:53:05,32
2015-07-22 13:23:05,38
2015-07-22 13:53:05,51
2015-07-22 14:23:05,37
2015-07-22 14:53:05,26
2015-07-22 15:23:05,32
2015-07-22 15:53:05,32
2015-07-22 16:23:05,38
2015-07-22 16:53:05,51
2015-07-22 17:23:05,28
2015-07-22 17:53:05,43
2015-07-22 18:23:05,39
2015-07-22 18:53:05,42
2015-07-22 19:23:05,52
2015-07-22 19:53:05,47
2015-07-22 20:23:05,42
2015-07-22 20:53:05,58
2015-07-22 21:23:05,40
2015-07-22 21:53:05,41
2015-07-22 22:23:05,55
2015-07-22 22:53:05,73
2015-07-22 23:23:05,63
2015-07-22 23:53:05,61
2015-07-23 00:23:05,43
2015-07-23 00:53:05,36
2015-07-23 01:23:05,36
2015-07-23 01:53:05,36
2015-07-23 02:23:05,28
2015-07-23 02:53:05,25
2015-07-23 03:23:05,25
2015-07-23 03:53:05,10
2015-07-23 04:23:05,13
2015-07-23 04:53:05,12
2015-07-23 05:23:05,9
2015-07-23 05:53:05,13
2015-07-23 06:23:05,15
2015-07-23 06:53:05,22
2015-07-23 07:23:05,18
2015-07-23 07:53:05,27
2015-07-23 08:23:05,26
2015-07-23 08:53:05,29
2015-07-23 09:23:05,30
2015-07-23 09:53:05,33
2015-07-23 10:23:05,47
2015-07-23 10:53:05,41
2015-07-23 11:23:05,43
2015-07-23 11:53:05,41
2015-07-23 12:23:05,55
2015-07-23 12:53:05,43
2015-07-23 13:23:05,40
2015-07-23 13:53:05,31
2015-07-23 14:23:05,39
2015-07-23 14:53:05,47
2015-07-23 15:23:05,39
2015-07-23 15:53:05,58
2015-07-23 16:23:05,49
2015-07-23 16:53:05,59
2015-07-23 17:23:05,39
2015-07-23 17:53:05,45
2015-07-23 18:23:05,43
2015-07-23 18:53:05,50
2015-07-23 19:23:05,58
2015-07-23 19:53:05,39
2015-07-23 20:23:05,46
2015-07-23 20:53:05,47
2015-07-23 21:23:05,40
2015-07-23 21:53:05,45
2015-07-23 22:23:05,55
2015-07-23 22:53:05,78
2015-07-23 23:23:05,89
2015-07-23 23:53:05,71
2015-07-24 00:23:05,39
2015-07-24 00:53:05,32
2015-07-24 01:23:05,28
2015-07-24 01:53:05,20
2015-07-24 02:23:05,25
2015-07-24 02:53:05,27
2015-07-24 03:23:05,18
2015-07-24 03:53:05,20
2015-07-24 04:23:05,21
2015-07-24 04:53:05,18
2015-07-24 05:23:05,10
2015-07-24 05:53:05,13
2015-07-24 06:23:05,18
2015-07-24 06:53:05,22
2015-07-24 07:23:05,14
2015-07-24 07:53:05,40
2015-07-24 08:23:05,12
2015-07-24 08:53:05,35
2015-07-24 09:23:05,28
2015-07-24 09:53:05,54
2015-07-24 10:23:05,45
2015-07-24 10:53:05,44
2015-07-24 11:23:05,54
2015-07-24 11:53:05,48
2015-07-24 12:23:05,54
2015-07-24 12:53:05,50
2015-07-24 13:23:05,57
2015-07-24 13:53:05,44
2015-07-24 14:23:05,42
2015-07-24 14:53:05,43
2015-07-24 15:51:04,37
2015-07-24 16:21:04,47
2015-07-24 16:51:04,45
2015-07-24 17:21:04,45
2015-07-24 17:51:04,47
2015-07-24 18:21:04,35
2015-07-24 18:51:04,40
2015-07-24 19:21:04,46
2015-07-24 19:51:04,36
2015-07-24 20:21:04,48
2015-07-24 20:51:04,49
2015-07-24 21:21:04,52
2015-07-24 21:51:04,51
2015-07-24 22:21:04,36
2015-07-24 22:51:04,72
2015-07-24 23:21:04,92
2015-07-24 23:51:04,90
2015-07-25 00:21:04,44
2015-07-25 00:51:04,59
2015-07-25 01:21:04,49
2015-07-25 01:51:04,35
2015-07-25 02:21:04,32
2015-07-25 02:51:04,36
2015-07-25 03:21:04,16
2015-07-25 03:51:04,20
2015-07-25 04:21:04,22
2015-07-25 04:51:04,15
2015-07-25 05:21:04,10
2015-07-25 05:51:04,15
2015-07-25 06:21:04,10
2015-07-25 06:51:04,19
2015-07-25 07:21:04,11
2015-07-25 07:51:04,18
2015-07-25 08:21:04,17
2015-07-25 08:51:04,23
2015-07-25 09:21:04,19
2015-07-25 09:51:04,17
2015-07-25 10:21:04,33
2015-07-25 10:51:04,28
2015-07-25 11:21:04,22
2015-07-25 11:51:04,36
2015-07-25 12:21:04,32
2015-07-25 12:51:04,28
2015-07-25 13:21:04,32
2015-07-25 13:51:04,36
2015-07-25 14:21:04,30
2015-07-25 14:51:04,40
2015-07-25 15:21:04,18
2015-07-25 15:51:04,42
2015-07-25 16:21:04,33
2015-07-25 16:51:04,41
2015-07-25 17:21:04,44
2015-07-25 17:51:04,39
2015-07-25 18:21:04,44
2015-07-25 18:51:04,36
2015-07-25 19:21:04,41
2015-07-25 19:51:04,36
2015-07-25 20:21:04,29
2015-07-25 20:51:04,42
2015-07-25 21:21:04,34
2015-07-25 21:51:04,34
2015-07-25 22:21:04,40
2015-07-25 22:51:04,64
2015-07-25 23:21:04,90
2015-07-25 23:51:04,88
2015-07-26 00:21:04,50
2015-07-26 00:51:04,37
2015-07-26 01:21:04,40
2015-07-26 01:51:04,28
2015-07-26 02:21:04,36
2015-07-26 02:51:04,28
2015-07-26 03:21:04,25
2015-07-26 03:51:04,24
2015-07-26 04:21:04,15
2015-07-26 04:51:04,18
2015-07-26 05:21:04,16
2015-07-26 05:51:04,13
2015-07-26 06:21:04,12
2015-07-26 06:51:04,13
2015-07-26 07:21:04,10
2015-07-26 07:51:04,20
2015-07-26 08:21:04,12
2015-07-26 08:51:04,19
2015-07-26 09:21:04,31
2015-07-26 09:51:04,31
2015-07-26 10:21:04,24
2015-07-26 10:51:04,28
2015-07-26 11:21:04,26
2015-07-26 11:51:04,43
2015-07-26 12:21:04,33
2015-07-26 12:51:04,36
2015-07-26 13:21:04,37
2015-07-26 13:51:04,40
2015-07-26 14:21:04,31
2015-07-26 14:51:04,25
2015-07-26 15:21:04,39
2015-07-26 15:51:04,38
2015-07-26 16:21:04,41
2015-07-26 16:51:04,46
2015-07-26 17:21:04,49
2015-07-26 17:51:04,36
2015-07-26 18:21:04,34
2015-07-26 18:51:04,34
2015-07-26 19:21:04,40
2015-07-26 19:51:04,46
2015-07-26 20:21:04,38
2015-07-26 20:51:04,32
2015-07-26 21:21:04,27
2015-07-26 21:51:04,29
2015-07-26 22:21:04,34
2015-07-26 22:51:04,77
2015-07-26 23:21:04,96
2015-07-26 23:51:04,60
2015-07-27 00:21:04,28
2015-07-27 00:51:04,29
2015-07-27 01:21:04,26
2015-07-27 01:51:04,22
2015-07-27 02:21:04,24
2015-07-27 02:51:04,28
2015-07-27 03:21:04,19
2015-07-27 03:51:04,19
2015-07-27 04:21:04,11
2015-07-27 04:51:04,13
2015-07-27 05:21:04,10
2015-07-27 05:51:04,20
2015-07-27 06:21:04,14
2015-07-27 06:51:04,15
2015-07-27 07:50:10,18
2015-07-27 08:20:10,28
2015-07-27 08:50:10,24
2015-07-27 09:20:10,27
2015-07-27 09:50:10,40
2015-07-27 10:20:10,41
2015-07-27 10:50:10,44
2015-07-27 11:20:10,41
2015-07-27 11:50:10,39
2015-07-27 12:20:10,49
2015-07-27 12:50:10,43
2015-07-27 13:20:10,55
2015-07-27 13:50:10,48
2015-07-27 14:20:10,34
2015-07-27 14:50:10,38
2015-07-27 15:20:10,44
2015-07-27 15:50:10,50
2015-07-27 16:20:10,41
2015-07-27 16:50:10,56
2015-07-27 17:20:10,44
2015-07-27 17:50:10,62
2015-07-27 18:20:10,48
2015-07-27 18:50:10,38
2015-07-27 19:20:10,44
2015-07-27 19:50:10,43
2015-07-27 20:20:10,39
2015-07-27 20:50:10,49
2015-07-27 21:20:10,44
2015-07-27 21:50:10,24
2015-07-27 22:20:10,40
2015-07-27 22:50:10,76
2015-07-27 23:20:10,79
2015-07-27 23:50:10,44
2015-07-28 00:20:10,33
2015-07-28 00:50:10,27
2015-07-28 01:20:10,26
2015-07-28 01:50:10,28
2015-07-28 02:20:10,17
2015-07-28 02:50:10,15
2015-07-28 03:20:10,15
2015-07-28 03:50:10,13
2015-07-28 04:20:10,16
2015-07-28 04:50:10,8
2015-07-28 05:20:10,13
2015-07-28 05:50:10,11
2015-07-28 06:20:10,15
2015-07-28 06:50:10,20
2015-07-28 07:20:10,14
2015-07-28 07:50:10,32
2015-07-28 08:20:10,26
2015-07-28 08:50:10,35
2015-07-28 09:20:10,31
2015-07-28 09:50:10,37
2015-07-28 10:20:10,39
2015-07-28 10:50:10,43
2015-07-28 11:20:10,58
2015-07-28 11:50:10,55
2015-07-28 12:20:10,60
2015-07-28 12:50:10,48
2015-07-28 13:20:10,49
2015-07-28 13:50:10,34
2015-07-28 14:20:10,39
2015-07-28 14:50:10,45
2015-07-28 15:20:10,50
2015-07-28 15:50:10,51
2015-07-28 16:20:10,42
2015-07-28 16:50:10,48
2015-07-28 17:20:10,50
2015-07-28 17:50:10,50
2015-07-28 18:20:10,48
2015-07-28 18:50:10,42
2015-07-28 19:20:10,43
2015-07-28 19:50:10,58
2015-07-28 20:20:10,57
2015-07-28 20:50:10,67
2015-07-28 21:20:10,42
2015-07-28 21:50:10,40
2015-07-28 22:20:10,34
2015-07-28 22:50:10,84
2015-07-28 23:20:10,86
2015-07-28 23:50:10,60
2015-07-29 00:20:10,38
2015-07-29 00:50:10,30
2015-07-29 01:20:10,21
2015-07-29 01:50:10,19
2015-07-29 02:20:10,19
2015-07-29 02:50:10,19
2015-07-29 03:20:10,14
2015-07-29 03:50:10,15
2015-07-29 04:20:10,13
2015-07-29 04:50:10,5
2015-07-29 05:20:10,13
2015-07-29 05:50:10,5
2015-07-29 06:20:10,12
2015-07-29 06:50:10,12
2015-07-29 07:20:10,18
2015-07-29 07:50:10,21
2015-07-29 08:20:10,28
2015-07-29 08:50:10,34
2015-07-29 09:20:10,37
2015-07-29 09:50:10,51
2015-07-29 10:20:10,35
2015-07-29 10:50:10,35
2015-07-29 11:20:10,40
2015-07-29 11:50:10,54
2015-07-29 12:20:10,57
2015-07-29 12:50:10,46
2015-07-29 13:20:10,31
2015-07-29 13:50:10,30
2015-07-29 14:20:10,37
2015-07-29 14:50:10,33
2015-07-29 15:20:10,29
2015-07-29 15:50:10,40
2015-07-29 16:20:10,44
2015-07-29 16:50:10,50
2015-07-29 17:20:10,44
2015-07-29 17:50:10,48
2015-07-29 18:20:10,53
2015-07-29 18:50:10,50
2015-07-29 19:20:10,38
2015-07-29 19:50:10,65
2015-07-29 20:20:10,36
2015-07-29 20:50:10,43
2015-07-29 21:20:10,47
2015-07-29 21:50:10,50
2015-07-29 22:20:10,34
2015-07-29 22:50:10,78
2015-07-29 23:47:57,76
2015-07-30 00:17:57,33
2015-07-30 00:47:57,35
2015-07-30 01:17:57,23
2015-07-30 01:47:57,19
2015-07-30 02:17:57,20
2015-07-30 02:47:57,16
2015-07-30 03:17:57,15
2015-07-30 03:47:57,15
2015-07-30 04:17:57,18
2015-07-30 04:47:57,22
2015-07-30 05:17:57,20
2015-07-30 05:47:57,12
2015-07-30 06:17:57,18
